banner_id,banner,country_iso,country_name,region,erp,cloud,procurement,confidence,raw_notes
447,Condis,ES,Spain,Iberia + Italy,Oracle Fusion,OCI,Oracle Procurement,CONFIRMED,🟢 CONFIRMED (Gemini Condis/Oracle Press Release) — MAJOR NEW SIGNAL: Oracle Spain
448,Covirán,ES,Spain,Iberia + Italy,SAP S/4HANA,Azure,Native,PROBABLE,🟠 PROBABLE (Gemini Covirán IT Roadmap)
449,Alimerka,ES,Spain,Iberia + Italy,SAP-based discount retail,Hybrid,Native,PROBABLE,🟠 PROBABLE (ChatGPT echoloc + Perplexity)
450,Lupa Supermercados / GM Supermercados / Coaliment,ES,Spain,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
451,Family Cash / Primaprix,ES,Spain,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
452,Sánchez Romero,ES,Spain,Iberia + Italy,SAP S/4HANA,Azure,Ariba,INFERRED,🟡 INFERRED — TRANSITIONING (Gemini ECI integration)
453,Veritas,ES,Spain,Iberia + Italy,D365,Azure,Native,PROBABLE,🟠 PROBABLE (Gemini Veritas Tech Stack signals)
454,Herbolario Navarro,ES,Spain,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
455,Plusfresc,ES,Spain,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
456,Dani / Piedra / Hiber / Plaza,ES,Spain,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
457,Suma,ES,Spain,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
458,Supersol (legacy),ES,Spain,Iberia + Italy,Legacy (Carrefour/Eroski/Suma transition),On-prem,Native,UNKNOWN,⚫ UNKNOWN — LEGACY
459,E.Leclerc España,ES,Spain,Iberia + Italy,SAP S/4HANA,Azure,Ivalua,CONFIRMED,🟢 INFERRED (E.Leclerc France parent — Ivalua confirmed)
460,Makro España,ES,Spain,Iberia + Italy,SAP S/4HANA,GCP,Ariba,CONFIRMED,🟢 CONFIRMED (Metro.digital Tech Stack)
461,GM Cash / Gros Mercat,ES,Spain,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
462,Miquel Foodservice,ES,Spain,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
463,Cash Diplo,ES,Spain,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
464,Transgourmet Ibérica,ES,Spain,Iberia + Italy,SAP S/4HANA,Unknown,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini Transgourmet Group standard)
465,Action España,ES,Spain,Iberia + Italy,SAP S/4HANA,Azure,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini Action Global IT Hub — extends France pattern)
466,Dealz España,ES,Spain,Iberia + Italy,Oracle Fusion,Azure,Oracle Procurement,CONFIRMED,🟢 CONFIRMED (Gemini Pepco Group Oracle Case Study)
467,Amazon Fresh España,ES,Spain,Iberia + Italy,Custom,AWS,Native,CONFIRMED,🟢 CONFIRMED
468,1. MERCADONA REVERSAL — PROPRIETARY → FULL SAP S/4HANA,ES,Spain,Iberia + Italy,,,,UNKNOWN,
469,2. IVALUA SPAIN — THE COOPERATIVE CONTINUUM,ES,Spain,Iberia + Italy,,,,UNKNOWN,
470,Same pattern as France and Italy: Spanish cooperatives are choosing Ivalua for procurement:,ES,Spain,Iberia + Italy,,,,UNKNOWN,
471,Eroski — Ivalua/Eroski Case Study (Confirmed),ES,Spain,Iberia + Italy,,,,UNKNOWN,
472,Alcampo (Auchan) — Auchan/Ivalua Press Release (Confirmed),ES,Spain,Iberia + Italy,,,,UNKNOWN,
473,E.Leclerc España — inherits Ivalua via French parent,ES,Spain,Iberia + Italy,,,,UNKNOWN,
474,Caprabo — Ivalua via Eroski,ES,Spain,Iberia + Italy,,,,UNKNOWN,
475,This continues the European cooperative-Ivalua pattern: French (Leclerc/Intermarché/Auchan/Système U) → Italian (Coop It,ES,Spain,Iberia + Italy,,,,UNKNOWN,
476,3. DIA TURNAROUND — COUPA,ES,Spain,Iberia + Italy,,,,UNKNOWN,
477,4. MICROSOFT DYNAMICS 365 IN SPANISH GROCERY,ES,Spain,Iberia + Italy,,,,UNKNOWN,
478,Spain has stronger D365 grocery penetration than France/Germany/Italy:,ES,Spain,Iberia + Italy,,,,UNKNOWN,
479,BonÀrea — Microsoft/BonÀrea Case Study confirmed (D365 F&O 2023),ES,Spain,Iberia + Italy,,,,UNKNOWN,
480,HiperDino (DinoSol) — DinoSol/Microsoft Case Study confirmed (D365 F&O 2023),ES,Spain,Iberia + Italy,,,,UNKNOWN,
481,Veritas — Microsoft D365 Business Central probable,ES,Spain,Iberia + Italy,,,,UNKNOWN,
482,This makes Spain the #1 EU country for confirmed Microsoft D365 grocery customers (3 confirmed/probable). Compares to:,ES,Spain,Iberia + Italy,,,,UNKNOWN,
483,Ireland: 1 group (BWG Foods) covering 5 banners,ES,Spain,Iberia + Italy,,,,UNKNOWN,
484,Italy: 1 banner (Eataly),ES,Spain,Iberia + Italy,,,,UNKNOWN,
485,France: 1 banner (Biocoop),ES,Spain,Iberia + Italy,,,,UNKNOWN,
486,Germany: 0,ES,Spain,Iberia + Italy,,,,UNKNOWN,
487,UK: 1 group (Spar UK/Henderson) + 1 confirmed (M&S contested),ES,Spain,Iberia + Italy,,,,UNKNOWN,
488,5. CONDIS ON ORACLE FUSION CLOUD,ES,Spain,Iberia + Italy,,,,UNKNOWN,
489,6. CLOUD MAP — SPAIN IS DOMINANTLY AZURE,ES,Spain,Iberia + Italy,,,,UNKNOWN,
490,"Azure: Mercadona, Lidl/STACKIT, Eroski, Caprabo, Consum, BonÀrea, El Corte Inglés, Aldi, Action, Dealz, Veritas, Sánchez",ES,Spain,Iberia + Italy,,,,UNKNOWN,
491,"GCP: Carrefour España (RISE), Alcampo (Auchan), Makro España (Metro.digital)",ES,Spain,Iberia + Italy,,,,UNKNOWN,
492,"AWS: DIA, Bonpreu/Esclat, Amazon Fresh",ES,Spain,Iberia + Italy,,,,UNKNOWN,
493,OCI: Condis,ES,Spain,Iberia + Italy,,,,UNKNOWN,
494,STACKIT: Lidl España,ES,Spain,Iberia + Italy,,,,UNKNOWN,
495,"On-prem: Froiz (legacy SAP ECC), Mercadona historic transitioning, regional independents",ES,Spain,Iberia + Italy,,,,UNKNOWN,
496,Spain is second-most Azure-heavy grocery market in EU after UK. Reflects Microsoft's strong Iberian enterprise penetrati,ES,Spain,Iberia + Italy,,,,UNKNOWN,
497,7. PROCUREMENT MAP — SPANISH FRAGMENTATION,ES,Spain,Iberia + Italy,,,,UNKNOWN,
498,"SAP Ariba: Mercadona, Carrefour España, El Corte Inglés, Aldi España, Action, Makro, Transgourmet",ES,Spain,Iberia + Italy,,,,UNKNOWN,
499,"Ivalua: Eroski, Alcampo, Caprabo, E.Leclerc España (French parent)",ES,Spain,Iberia + Italy,,,,UNKNOWN,
500,Coupa: DIA cluster (turnaround driver),ES,Spain,Iberia + Italy,,,,UNKNOWN,
501,"Oracle Procurement Cloud: Condis, Dealz",ES,Spain,Iberia + Italy,,,,UNKNOWN,
502,"Native D365: BonÀrea, HiperDino, Veritas",ES,Spain,Iberia + Italy,,,,UNKNOWN,
503,"Native ERP: Lidl/STACKIT, Bonpreu, Ahorramas, Covirán",ES,Spain,Iberia + Italy,,,,UNKNOWN,
504,Spain is the most procurement-platform-diverse EU market — 5 distinct procurement vendors with material grocery footprin,ES,Spain,Iberia + Italy,,,,UNKNOWN,
505,8. REGIONAL BANNERS — CLEANER THAN ITALY,ES,Spain,Iberia + Italy,,,,UNKNOWN,
506,"Unlike Italy's deep regional fragmentation (VéGé/Crai/Agorà unknowns), Spain's regional chains had stronger signal:",ES,Spain,Iberia + Italy,,,,UNKNOWN,
507,Bonpreu/Esclat — SAP/Seidor signal (Probable),ES,Spain,Iberia + Italy,,,,UNKNOWN,
508,HiperDino — Microsoft (Confirmed),ES,Spain,Iberia + Italy,,,,UNKNOWN,
509,Gadis — SAP S/4HANA 2022 (Probable),ES,Spain,Iberia + Italy,,,,UNKNOWN,
510,Ahorramas — SAP S/4HANA 2021 (Probable),ES,Spain,Iberia + Italy,,,,UNKNOWN,
511,BM Supermercados (Uvesco) — SAP S/4HANA 2022 (Probable),ES,Spain,Iberia + Italy,,,,UNKNOWN,
512,Covirán — SAP S/4HANA 2021 (Probable),ES,Spain,Iberia + Italy,,,,UNKNOWN,
513,Spanish regional grocery is more SAP-saturated than Italian regional at the mid-tier.,ES,Spain,Iberia + Italy,,,,UNKNOWN,
514,9. HALLUCINATION SCORECARD (SPAIN),ES,Spain,Iberia + Italy,,,,UNKNOWN,
515,LLM,ES,Spain,Iberia + Italy,Best Signal,Worst Signal,Notes,UNKNOWN,
516,Gemini,ES,Spain,Iberia + Italy,"Mercadona SAP, Eroski/Ivalua, Alcampo/Ivalua, BonÀrea Microsoft, HiperDino Micro",Some version specificity,Highest signal yield in EU,UNKNOWN,
517,ChatGPT,ES,Spain,Iberia + Italy,SAP S/4HANA,"Heavy reliance on ""echoloc"" anchor list (some false positive",Strong primary sources,UNKNOWN,
518,Perplexity,ES,Spain,Iberia + Italy,Mercadona attribution wrong (says proprietary) but Carrefour/Lidl/El Corte Inglé,"Mercadona ""Custom/proprietary Confirmed"" is wrong; blanket S",Mixed,UNKNOWN,
519,Mistral,ES,Spain,Iberia + Italy,Heavy SAP attribution everywhere,Wrong: Bonpreu inferred from Consum (Bonpreu is independent ,Heavy hallucination,UNKNOWN,
520,Grok,ES,Spain,Iberia + Italy,Conservative SAP for top 5,Limited beyond top groups,Acceptable conservative,UNKNOWN,
521,Copilot,ES,Spain,Iberia + Italy,Most conservative — only Mercadona attributed,Misses every other signal entirely,Lowest signal yield,UNKNOWN,
522,10. SPAIN BANNER COVERAGE SUMMARY,ES,Spain,Iberia + Italy,,,,UNKNOWN,
523,"🟠 Probable: 11 (14%) — Consum, Bonpreu, Esclat, Ahorramas, Gadis, Froiz, BM Supermercados, Covirán, Alimerka, MAS, Verit",ES,Spain,Iberia + Italy,,,,UNKNOWN,
524,~74% of Spanish banners with at least an inferred attribution. Highest top-tier confirmed rate in EU so far (22% Confirm,ES,Spain,Iberia + Italy,,,,UNKNOWN,
525,The top 9 Spanish grocery groups (~75% of revenue) are all confirmed/probable on enterprise ERP:,ES,Spain,Iberia + Italy,,,,UNKNOWN,
526,Mercadona (~26%) — SAP S/4HANA + Ariba on Azure,ES,Spain,Iberia + Italy,,,,UNKNOWN,
527,Carrefour España (~9%) — SAP S/4HANA + Ariba on GCP,ES,Spain,Iberia + Italy,,,,UNKNOWN,
528,Lidl España (~7%) — SAP S/4HANA on STACKIT,ES,Spain,Iberia + Italy,,,,UNKNOWN,
529,DIA (~6%) — SAP S/4HANA + Coupa on AWS,ES,Spain,Iberia + Italy,,,,UNKNOWN,
530,Eroski (~6%) — SAP S/4HANA + Ivalua on Azure,ES,Spain,Iberia + Italy,,,,UNKNOWN,
531,Alcampo (~5%) — SAP S/4HANA + Ivalua on GCP,ES,Spain,Iberia + Italy,,,,UNKNOWN,
532,El Corte Inglés (~4%) — SAP S/4HANA + Ariba on Azure,ES,Spain,Iberia + Italy,,,,UNKNOWN,
533,Aldi España (~3%) — SAP S/4HANA + Ariba on Azure,ES,Spain,Iberia + Italy,,,,UNKNOWN,
534,Consum (~3%) — SAP S/4HANA on Azure,ES,Spain,Iberia + Italy,,,,UNKNOWN,
535,Spain is the highest revenue-weighted agentic-readiness market in EU after UK.,ES,Spain,Iberia + Italy,,,,UNKNOWN,
536,📊 SPAIN FINAL STATUS,ES,Spain,Iberia + Italy,,,,UNKNOWN,
537,76 banners assessed,ES,Spain,Iberia + Italy,,,,UNKNOWN,
538,🟢 Confirmed: 17 (22%),ES,Spain,Iberia + Italy,,,,UNKNOWN,
539,🟠 Probable: 11 (14%),ES,Spain,Iberia + Italy,,,,UNKNOWN,
540,🟡 Inferred from parent: 28 (37%),ES,Spain,Iberia + Italy,,,,UNKNOWN,
541,⚫ Unknown: 20 (26%),ES,Spain,Iberia + Italy,,,,UNKNOWN,
542,Continente (Sonae MC),PT,Portugal,Iberia + Italy,SAP S/4HANA,Azure,Ivalua,CONFIRMED,🟢 CONFIRMED (Gemini Sonae MC Case Study + Ivalua Press Release) — MAJOR SIGNAL: Sonae MC on Ivalua
543,Continente Hipermercados / Modelo / Bom Dia / Modelo Continente / Meu Super,PT,Portugal,Iberia + Italy,Per Continente,Azure,Ivalua,INFERRED,🟡 INFERRED
544,Pingo Doce (Jerónimo Martins),PT,Portugal,Iberia + Italy,SAP S/4HANA,OCI,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini Jerónimo Martins / Oracle Cloud World) — MAJOR SIGNAL: Pingo Doce on OCI
545,Pingo Doce & Go,PT,Portugal,Iberia + Italy,Per Pingo Doce,OCI,Ariba,INFERRED,🟡 INFERRED
546,Recheio (Jerónimo Martins),PT,Portugal,Iberia + Italy,SAP S/4HANA,OCI,Ariba,INFERRED,🟢 INFERRED (JM cash & carry banner)
547,Amanhecer (Jerónimo Martins / Recheio),PT,Portugal,Iberia + Italy,SAP S/4HANA,OCI,Ariba,INFERRED,🟡 INFERRED
548,Lidl Portugal,PT,Portugal,Iberia + Italy,SAP S/4HANA,STACKIT,Native,CONFIRMED,🟢 CONFIRMED
549,Auchan Portugal,PT,Portugal,Iberia + Italy,SAP S/4HANA,GCP,Ivalua,CONFIRMED,🟢 CONFIRMED (Gemini Auchan/Ivalua Strategic Release — extends France/Spain pattern)
550,Auchan Hipermercados / Supermercado / My Auchan,PT,Portugal,Iberia + Italy,Per Auchan PT,GCP,Ivalua,INFERRED,🟡 INFERRED
551,Jumbo (legacy),PT,Portugal,Iberia + Italy,Retired (absorbed into Auchan branding),—,—,UNKNOWN,⚫ LEGACY
552,Intermarché Portugal (Os Mosqueteiros),PT,Portugal,Iberia + Italy,SAP S/4HANA,Azure,Ivalua,CONFIRMED,🟢 CONFIRMED (Gemini IT Job Postings ITM Portugal) — CONTRADICTS Mistral's Oracle Fusion claim
553,Intermarché Super / Hyper / Contact,PT,Portugal,Iberia + Italy,Per Intermarché PT,Azure,Ivalua,INFERRED,🟡 INFERRED
554,Aldi Portugal,PT,Portugal,Iberia + Italy,SAP S/4HANA,Azure,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini Aldi Global ANIK)
555,Minipreço,PT,Portugal,Iberia + Italy,SAP ECC,"GCP, AWS","Coupa, Ivalua",PROBABLE,🟠 PROBABLE — TRANSITIONING (Gemini PMI flag)
556,Mercadona Portugal,PT,Portugal,Iberia + Italy,SAP S/4HANA,Azure,Ariba,CONFIRMED,🟢 INFERRED (Mercadona Spain confirmed — extends to Portugal Tech Hub Porto)
557,E.Leclerc Portugal,PT,Portugal,Iberia + Italy,SAP S/4HANA,Azure,Ivalua,PROBABLE,🟠 PROBABLE (Gemini GALEC IT Job Signals)
558,El Corte Inglés Supercor PT,PT,Portugal,Iberia + Italy,SAP S/4HANA,Azure,Ariba,CONFIRMED,🟡 INFERRED (ECI Spain confirmed)
559,Froiz Portugal,PT,Portugal,Iberia + Italy,SAP ECC,On-prem,Native,PROBABLE,🟠 PROBABLE (Gemini Froiz Spain inheritance — likely assessing S/4HANA transition)
560,Spar Portugal,PT,Portugal,Iberia + Italy,Microsoft Dynamics 365 F&O 2023,Azure,Native,PROBABLE,🟠 PROBABLE (Gemini Spar International Tech Roadmap)
561,EuroSpar Portugal,PT,Portugal,Iberia + Italy,Per Spar Portugal,Azure,Native,INFERRED,🟡 INFERRED
562,Apolónia,PT,Portugal,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN (Algarve regional premium)
563,Brio,PT,Portugal,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN (organic)
564,Celeiro,PT,Portugal,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN (health/organic)
565,Go Natural (Sonae),PT,Portugal,Iberia + Italy,SAP S/4HANA,Azure,Ivalua,INFERRED,🟡 INFERRED (Gemini Sonae MC inheritance)
566,Coviran Portugal,PT,Portugal,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
567,Makro Portugal,PT,Portugal,Iberia + Italy,SAP S/4HANA,GCP,Ariba,CONFIRMED,🟢 CONFIRMED (Metro.digital Tech Stack)
568,EuroCash Portugal,PT,Portugal,Iberia + Italy,Unknown,Unknown,Unknown,UNKNOWN,⚫ UNKNOWN
569,Gros Mercat Portugal,PT,Portugal,Iberia + Italy,Custom,Hybrid,Native,INFERRED,🟡 INFERRED (Transgourmet group in-house ERP)
570,Transgourmet Portugal,PT,Portugal,Iberia + Italy,SAP S/4HANA,Unknown,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini Transgourmet Group standard)
571,Action Portugal,PT,Portugal,Iberia + Italy,SAP S/4HANA,Azure,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini Action Global IT Hub)
572,Pepco Portugal,PT,Portugal,Iberia + Italy,Oracle Fusion,Azure,Oracle Procurement,PROBABLE,🟠 PROBABLE (extends Pepco Group pattern)
573,Dealz Portugal,PT,Portugal,Iberia + Italy,Oracle Fusion,Azure,Oracle Procurement,CONFIRMED,🟢 CONFIRMED (Gemini Pepco Group Oracle Case Study)
574,1. PORTUGUESE GROCERY DUOPOLY — TWO DISTINCT ERP+CLOUD STACKS,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
575,The Portuguese grocery market is a clean duopoly (~70% combined revenue) with each leader on a fundamentally different a,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
576,Sonae MC (Continente cluster): SAP S/4HANA + Ivalua on Azure — confirmed via Sonae MC Case Study and Ivalua Press Releas,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
577,Jerónimo Martins (Pingo Doce + Recheio + Amanhecer): SAP S/4HANA + SAP Ariba on Oracle Cloud (OCI) — confirmed via Oracl,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
578,2. MINIPREÇO MIGRATION ALERT — DIA STACK → AUCHAN STACK,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
579,3. JERÓNIMO MARTINS ON OCI — UNIQUE EU SIGNAL,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
580,Implication for Poland wave: Biedronka (~30%+ of Polish grocery) likely also runs SAP S/4HANA on OCI. This is a major pr,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
581,4. IVALUA EUROPEAN COOPERATIVE/FOOD-RETAIL CONTINUUM,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
582,Ivalua now confirmed in 4 EU markets:,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
583,"France: E.Leclerc/GALEC, Auchan, Intermarché, Système U",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
584,"Spain: Eroski, Alcampo (Auchan), E.Leclerc España (probable)",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
585,"Italy: Coop Italia, Coop Alleanza 3.0",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
586,"Portugal: Sonae MC (Continente), Auchan Portugal, Intermarché Portugal, E.Leclerc Portugal, Go Natural",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
587,Ivalua is the procurement champion for European food retail cooperatives and Auchan. Its dominance in Portugal extends b,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
588,5. CLOUD MAP — PORTUGAL IS UNIQUELY DIVERSE,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
589,"Azure: Sonae MC (Continente cluster), Mercadona PT, Aldi PT, Intermarché PT, El Corte Inglés Supercor PT, Action PT, Spa",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
590,"GCP: Auchan Portugal cluster, Makro Portugal",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
591,"OCI: Jerónimo Martins cluster (Pingo Doce, Recheio, Amanhecer) — unique EU signal",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
592,STACKIT: Lidl Portugal,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
593,"AWS: Minipreço (legacy DIA, transitioning out)",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
594,On-prem: Froiz Portugal (legacy ECC),PT,Portugal,Iberia + Italy,,,,UNKNOWN,
595,"Portugal is the only EU country with all 5 major cloud providers represented in grocery (Azure, GCP, OCI, AWS, STACKIT).",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
596,6. PROCUREMENT MAP,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
597,"Ivalua: Sonae MC (Continente cluster), Auchan Portugal cluster, Intermarché PT cluster, Go Natural, E.Leclerc PT",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
598,"SAP Ariba: Jerónimo Martins cluster (Pingo Doce/Recheio/Amanhecer), Mercadona PT, Aldi PT, El Corte Inglés Supercor PT, ",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
599,"Coupa: Minipreço (DIA legacy, transitioning out)",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
600,"Oracle Procurement Cloud: Dealz Portugal, Pepco Portugal (probable)",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
601,"Native ERP: Lidl PT, Spar PT, Froiz PT",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
602,Native D365: Spar Portugal,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
603,7. HALLUCINATION SCORECARD (PORTUGAL),PT,Portugal,Iberia + Italy,,,,UNKNOWN,
604,LLM,PT,Portugal,Iberia + Italy,Best Signal,Worst Signal,Notes,UNKNOWN,
605,Gemini,PT,Portugal,Iberia + Italy,"Sonae MC Ivalua, Jerónimo Martins OCI, Auchan/Ivalua, Intermarché PT Ivalua, Ald",Minor speculation on Spar PT D365,Highest signal yield in Portugal,UNKNOWN,
606,Mistral,PT,Portugal,Iberia + Italy,SAP S/4HANA,Wrong: Pingo Doce inferred from Sonae MC (Pingo Doce is Jeró,Heavy hallucination on parents,UNKNOWN,
607,Perplexity,PT,Portugal,Iberia + Italy,"Strong ""echoloc anchor list"" SAP attribution for top groups","Heavy reliance on echoloc list (some false positives — e.g.,",Mixed,UNKNOWN,
608,ChatGPT,PT,Portugal,Iberia + Italy,Continente Salesforce Commerce + Azure cloud signals; Trace One PLM Intermarché ,"Conservative — only confirms cloud, not ERP",Reliable on cloud signals,UNKNOWN,
609,Grok,PT,Portugal,Iberia + Italy,Conservative SAP attribution top 5,Limited beyond top 5,Acceptable conservative,UNKNOWN,
610,Copilot,PT,Portugal,Iberia + Italy,"Sonae MC, Pingo Doce, Auchan all marked Probable SAP",OCI,Lowest signal yield,UNKNOWN,
611,8. PARENT-LEVEL INHERITANCE STRUCTURE,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
612,Portugal is heavily parent-inherited (~75% of banners trace to a clean parent group):,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
613,Sonae MC: 7 banners (Continente cluster + Go Natural),PT,Portugal,Iberia + Italy,,,,UNKNOWN,
614,"Jerónimo Martins: 4 banners (Pingo Doce/Go, Recheio, Amanhecer)",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
615,Auchan PT: 4 banners (cluster + Minipreço transitioning),PT,Portugal,Iberia + Italy,,,,UNKNOWN,
616,Intermarché PT: 4 banners,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
617,"Aldi PT, Lidl PT, Mercadona PT, E.Leclerc PT, ECI Supercor: 5 banners (single-banner groups)",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
618,"Spar PT, Froiz PT, Coviran PT, Apolónia, Brio, Celeiro: 6 banners (independents)",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
619,"Wholesale (Makro, Transgourmet, Gros Mercat, EuroCash): 4 banners",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
620,"Discount (Action, Pepco, Dealz): 3 banners",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
621,📊 PORTUGAL FINAL STATUS,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
622,40 banners assessed,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
623,🟢 Confirmed: 9 (23%),PT,Portugal,Iberia + Italy,,,,UNKNOWN,
624,🟠 Probable: 6 (15%),PT,Portugal,Iberia + Italy,,,,UNKNOWN,
625,🟡 Inferred from parent: 18 (45%),PT,Portugal,Iberia + Italy,,,,UNKNOWN,
626,⚫ Unknown: 7 (18%),PT,Portugal,Iberia + Italy,,,,UNKNOWN,
627,The top 7 Portuguese grocery groups (~85% of revenue) all confirmed/probable on enterprise ERP:,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
628,Continente (~22%) — SAP S/4HANA + Ivalua on Azure,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
629,Pingo Doce (~22%) — SAP S/4HANA + SAP Ariba on OCI,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
630,Lidl Portugal (~10%) — SAP S/4HANA on STACKIT,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
631,Auchan Portugal + Minipreço (~8%) — SAP S/4HANA + Ivalua on GCP (transitioning),PT,Portugal,Iberia + Italy,,,,UNKNOWN,
632,Aldi Portugal (~6%) — SAP S/4HANA + Ariba on Azure,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
633,Intermarché PT (~5%) — SAP S/4HANA + Ivalua on Azure,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
634,Mercadona PT (~3% growing) — SAP S/4HANA + Ariba on Azure,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
635,Portugal is the highest agentic-ready EU market by coverage rate (82%).,PT,Portugal,Iberia + Italy,,,,UNKNOWN,
636,"For AIO rails, Portugal offers cleaner targeting than larger markets — 4 procurement entry points, 2 dominant clouds (Az",PT,Portugal,Iberia + Italy,,,,UNKNOWN,
637,Albert Heijn (Ahold Delhaize),NL,Netherlands,Benelux,SAP S/4HANA,Azure,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini SAP/Ahold Delhaize Case Study 2024 + ChatGPT SAP S/4HANA Financial signal + Perplexity 2021 selection)
638,Albert Heijn XL,NL,Netherlands,Benelux,Per Albert Heijn,Azure,Ariba,INFERRED,🟡 INFERRED
639,Jumbo,NL,Netherlands,Benelux,SAP S/4HANA,GCP,Ariba,CONFIRMED,🟢 CONFIRMED — MAJOR NEW SIGNAL: Jumbo on GCP distinct from AH on Azure
640,Jumbo Foodmarkt / Jumbo XL,NL,Netherlands,Benelux,Per Jumbo,GCP,Ariba,INFERRED,🟡 INFERRED
641,Lidl Nederland,NL,Netherlands,Benelux,SAP S/4HANA,STACKIT,Native,CONFIRMED,🟢 CONFIRMED (4-of-6 — Schwarz Group standard)
642,Aldi Nederland,NL,Netherlands,Benelux,SAP S/4HANA,Azure,Ariba,CONFIRMED,🟢 CONFIRMED (Gemini Aldi Global ANIK + Perplexity Aldi Nord SAP) — NL is Aldi Nord territory
643,Plus,NL,Netherlands,Benelux,SAP S/4HANA,Azure,Coupa,CONFIRMED,🟢 CONFIRMED (Gemini Plus/Coop Merger IT Roadmap) — MAJOR NEW SIGNAL: Coupa Netherlands
644,Plus Vandaag,NL,Netherlands,Benelux,Per Plus,Azure,Coupa,INFERRED,🟡 INFERRED
645,Coop Nederland,NL,Netherlands,Benelux,SAP S/4HANA,Azure,Coupa,PROBABLE,🟠 PROBABLE — TRANSITIONING (Gemini PMI flag — Coop NL merged into Plus 2024)
646,Dirk (Detailresult),NL,Netherlands,Benelux,SAP ECC,On-prem,Native,PROBABLE,🟠 PROBABLE — TRANSITIONING (Gemini Detailresult IT job postings)
